# Protein abundances computed from file '/media/storage/timothy/tmp/knime_labelfree_MSGFp27083/fs-Conse_0-134-27089/000/000/ConsensusMapNormalizer_0/20190125_FA_005_R1_0.consensusXML'
# Parameters (relevant only): top=0, average=sum
# Files/samples associated with abundance values below: 1: 'UNKNOWN', 2: 'UNKNOWN', 3: 'UNKNOWN', 4: 'UNKNOWN', 5: 'UNKNOWN', 6: 'UNKNOWN', 7: 'UNKNOWN', 8: 'UNKNOWN', 9: 'UNKNOWN', 10: 'UNKNOWN', 11: 'UNKNOWN', 12: 'UNKNOWN', 13: 'UNKNOWN', 14: 'UNKNOWN', 15: 'UNKNOWN', 16: 'UNKNOWN', 17: 'UNKNOWN', 18: 'UNKNOWN', 19: 'UNKNOWN', 20: 'UNKNOWN'
"protein"	"n_proteins"	"protein_score"	"n_peptides"	"abundance_1"	"abundance_2"	"abundance_3"	"abundance_4"	"abundance_5"	"abundance_6"	"abundance_7"	"abundance_8"	"abundance_9"	"abundance_10"	"abundance_11"	"abundance_12"	"abundance_13"	"abundance_14"	"abundance_15"	"abundance_16"	"abundance_17"	"abundance_18"	"abundance_19"	"abundance_20"
"tr|Q0KF59|Q0KF59_CUPNH"	1	0	6	200540	0	0	6219960	16404700	0	91872400	34172900	0	30369600	30481000	20491800	110119588	7043720	15957100	99401300	162685346	25049200	17330600	14937800
"tr|Q0KF60|Q0KF60_CUPNH"	1	0	2	0	0	53282500	0	54190000	0	145931008	0	0	0	36351800	0	19828000	0	0	0	0	0	0	24615400
"tr|Q0KF64|Q0KF64_CUPNH"	1	0	3	0	0	0	0	0	0	0	7527710	20692800	0	0	0	52896600	0	0	0	19069200	0	38924600	0
"tr|Q0KF65|Q0KF65_CUPNH"	1	0	7	863775338	261680500	205939896	212556000	316699800	145417800	515190404	208313904	178852800	131213400	210190500	187057400	584841208	319243504	283638100	315236292	498208874	209301100	283833408	227574996
"tr|Q0KF66|Q0KF66_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26385800	0	0	0
"tr|Q0KF67|Q0KF67_CUPNH"	1	0	2	63893100	139474000	47105300	128414000	156591600	56191300	117245000	156436992	189682200	85080600	475892992	105012000	112291100	93287800	28637600	44206000	64436300	78760800	430494284	490353000
"tr|Q0KF71|Q0KF71_CUPNH"	1	0	18	19651596818	25343376012	14434699164	14186169564	9646713900	16575546414	13306157921	7604602060	8118519456	12532067386	11682481922	6392504582	13790088748	16167298766	10741986208	9560111995	12785695248	15342284482	8909474664	6753641084
"tr|Q0KF72|Q0KF72_CUPNH"	1	0	6	382601304	168156300	66317100	57248600	0	0	265398896	0	0	0	0	0	20680300	0	0	0	0	0	0	0
"tr|Q0KF73|Q0KF73_CUPNH"	1	0	5	0	0	343040992	0	84433950	496764992	201003200	194764000	6019580	433665000	0	374816000	33150500	0	1318440	0	28904500	411111008	776132992	235822000
"tr|Q0KF74|Q0KF74_CUPNH"	1	0	15	1809261588	1836148908	3006626388	1114670412	3977005052	7357552984	7712437018	6447161936	2444448900	3338097476	3619230272	2961684380	3330031284	3866453024	3400753726	5285409100	3518527768	3574804840	2335594712	5525530024
"tr|Q0KF75|Q0KF75_CUPNH"	1	0	10	4640851812	2994316020	2210872380	2152768592	3246414896	1939190754	2926531030	1684876460	3124410924	1434635624	1814230184	1392023232	2917992632	1660850576	1725117636	1962882976	2062797808	1597896732	1565342716	1055163500
"tr|Q0KF76|Q0KF76_CUPNH"	1	0	8	140703500	0	0	0	60421800	66942300	379008100	45874000	42882000	0	22792600	43300700	332433100	35591400	64503700	251511440	409388200	35460100	42516500	87930800
"tr|Q0KF78|Q0KF78_CUPNH"	1	0	1	0	0	0	0	4711220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0KF79|Q0KF79_CUPNH"	1	0	1	18924000	0	0	0	0	0	27191100	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0KF81|Q0KF81_CUPNH"	1	0	2	49859700	47622900	0	0	24480800	0	35656900	30935900	63153500	0	0	97275800	39026600	115018000	0	61683500	0	0	0	0
"tr|Q0KF82|Q0KF82_CUPNH"	1	0	6	563168800	80313200	152274204	107623000	356681300	147331300	474848120	149687700	367563200	317915700	256753300	197105400	477133712	80073400	394973000	290817608	325642600	136225700	376148134	272422070
"tr|Q0KF83|Q0KF83_CUPNH"	1	0	13	1044177434	1819417288	1626890228	1416800224	1339821100	1308757208	1180998108	1096371284	1148737096	1368305616	1300956024	777552796	563944896	1411972964	511298204	734377004	454098392	912466204	1498246208	538171792
"tr|Q0KF84|Q0KF84_CUPNH"	1	0	4	203300496	125566000	237387190	225260992	339171000	456914000	326942016	492601984	330694000	249931008	189184992	503979992	270646000	450310992	625528000	234139000	176761400	208662704	113762000	290102100
"tr|Q0KF85|Q0KF85_CUPNH"	1	0	6	176955980	58954010	0	0	39023000	63572440	17171600	0	59158900	34670700	0	54901100	157130000	16890200	149844240	126456536	161511250	33071000	11622000	0
"tr|Q0KF87|Q0KF87_CUPNH"	1	0	3	16666200	0	0	0	0	0	57729900	67700704	232963900	0	208178296	143207008	125287200	31562700	0	142802704	139073800	0	0	132851000
"tr|Q0KF89|Q0KF89_CUPNH"	1	0	7	0	0	0	0	101155700	0	0	10539900	267776496	29268300	27255800	47360300	164835260	30753300	165450400	212618800	156817250	215657400	22363800	21197300
"tr|Q0KF90|Q0KF90_CUPNH"	1	0	14	1782275984	1717125712	1531988024	1195510684	816620992	1025652992	1443409152	989411116	665265496	1117120376	1332770921	414527000	703964920	1343289772	794323206	800751912	423451070	1919037468	160519000	524218100
"tr|Q0KF92|Q0KF92_CUPNH"	1	0	5	138635900	56149500	44819700	81635800	108918100	41645000	12193400	0	74001600	36004040	0	0	32006500	57534300	0	31035500	29004100	43664200	76749500	0
"tr|Q0KF93|Q0KF93_CUPNH"	1	0	7	636107992	17313270	5614150	30596510	18753600	0	623998096	0	0	0	0	0	0	0	0	5595260	0	0	0	0
"tr|Q0KF94|Q0KF94_CUPNH"	1	0	3	27887800	6011840	1418380	1136810	0	9673150	44951200	6153410	0	5088890	8177760	0	0	5081130	5009790	1293960	0	6194410	5238090	4518290
"tr|Q0KF95|Q0KF95_CUPNH"	1	0	8	133958500	83917500	208811492	56695200	0	178697400	304547096	84352900	86334600	147518800	62770600	92725900	105751800	170421670	131631700	80363400	0	143747200	89752900	59494300
"tr|Q0KF96|Q0KF96_CUPNH"	1	0	10	879072400	618272608	674395592	720518908	525742392	775012688	855738168	358596800	143072904	403139000	203194508	219511008	308353000	331123208	117356000	215237900	224495492	324738896	389999100	53742200
"tr|Q0KF97|Q0KF97_CUPNH"	1	0	9	226029000	21811600	18676700	36335290	0	56675600	96200200	68859000	0	0	0	30069940	173144600	0	0	29735620	106056100	0	0	0
"tr|Q0KF98|Q0KF98_CUPNH"	1	0	4	818516992	807837104	284145690	627562768	128144500	446495300	542870208	226899510	256816096	161856000	146382304	154997800	133974796	75410896	175043200	241109400	45128200	0	0	34456100
"tr|Q0KF99|Q0KF99_CUPNH"	1	0	18	6093092248	2157062181	2885929588	1715001564	2523274626	1945302076	6255833496	1509773586	1921668678	1556673964	1948162324	1770224066	4444286106	1440338380	1573823514	2881697567	3327737732	1319514732	1975682064	1052939074
"tr|Q0KFA0|Q0KFA0_CUPNH"	1	0	7	435223384	203042400	135326390	511941808	183749200	191975000	379358208	484972508	164999776	469523680	208210400	403890500	302755384	109534000	105460200	296269700	221554000	100209000	97574400	216542400
"tr|Q0KFA2|Q0KFA2_CUPNH"	1	0	4	382100992	2169850	0	0	0	0	206728192	99034174	0	0	0	0	211348000	0	697877	95300485	182326000	0	0	18292100
"tr|Q0KFA3|Q0KFA3_CUPNH"	1	0	2	40763000	0	0	0	0	0	15522200	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0KFA5|Q0KFA5_CUPNH"	1	0	6	68306900	119363500	86007200	109530800	30220400	331283008	42285300	99460704	21858300	402580992	126476000	48255500	12060400	264088200	210908000	33432600	0	227961400	127099000	80095904
"tr|Q0KFA6|Q0KFA6_CUPNH"	1	0	2	0	0	171189704	32691000	0	101783000	73964900	48795700	0	270871992	203285108	37655610	0	0	0	0	0	135340804	65195700	0
"tr|Q0KFA8|Q0KFA8_CUPNH"	1	0	9	976222812	344135008	452710016	596060000	369227008	306612992	1687252824	536940100	409639008	548154212	488015504	529888112	1057450500	415090816	534794284	1084545492	957333340	1231828992	581810492	487046016
"tr|Q0KFA9|Q0KFA9_CUPNH"	1	0	2	54750900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126012120	0	0	0
"tr|Q0KFB1|Q0KFB1_CUPNH"	1	0	7	3704873556	2439557356	1880682616	3205320246	855497408	1885152656	2241908860	1500398206	518439112	1627863008	847264376	508197300	791696992	600436624	1433753952	801478892	584875400	465504300	631528000	594830000
"tr|Q0KFB2|Q0KFB2_CUPNH"	1	0	2	403514992	3346792732	2938702018	342439008	197910908	782203770	900322300	286466542	181858000	270556992	513437008	1661713024	101684096	263180000	680160992	428028992	195091296	239040992	198100000	257858922
"tr|Q0KFB5|Q0KFB5_CUPNH"	1	0	1	0	0	0	7692680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0KFB6|Q0KFB6_CUPNH"	1	0	3	0	279953984	180928400	0	0	0	0	80258200	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0KFB7|Q0KFB7_CUPNH"	1	0	2	0	56380500	0	37021300	0	25010500	1146360	0	33005970	0	0	0	0	0	0	0	837944	0	0	0
"tr|Q0KFB8|Q0KFB8_CUPNH"	1	0	9	19070600	114792000	0	20985000	90307000	0	94642100	270806408	87073820	0	197909200	332852000	140395500	128680300	97543696	87263666	242280910	693898128	70961800	77768000
"tr|Q0KFB9|Q0KFB9_CUPNH"	1	0	4	67622290	219869538	249573000	435520008	150837300	364004000	296612000	403273450	109951300	578577454	554801036	178872200	103717900	165189140	46114500	451912600	122196590	288951992	642083648	175494200
"tr|Q0KFC0|Q0KFC0_CUPNH"	1	0	3	0	37602500	28954100	17960700	47194800	45257700	58943500	19749100	0	15553100	0	0	0	0	0	0	0	0	0	0
"tr|Q0KFC1|Q0KFC1_CUPNH"	1	0	1	0	0	4014510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0KFC2|Q0KFC2_CUPNH"	1	0	9	1035654092	1169965504	797994036	117701570	246922752	1502292278	427143200	1379344664	389824992	871216016	961217024	0	55546000	592544000	0	467179888	0	0	0	615113984
"tr|Q0KFC3|Q0KFC3_CUPNH"	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	10832600	0	0	140000000	0	0	0
"tr|Q0KFC5|Q0KFC5_CUPNH"	1	0	3	132380000	182218000	404867008	275436000	0	0	143309904	0	0	0	0	0	26501100	0	0	12473700	0	0	0	0
"tr|Q0KFC6|Q0KFC6_CUPNH"	1	0	7	234051904	652792112	262482304	406501004	502322016	618554884	378407000	1025394692	358440992	112576000	334187616	333356992	232530500	171263008	378334016	476183984	154335126	303098500	183429104	422589096
"tr|Q0KFC8|Q0KFC8_CUPNH"	1	0	3	133266500	0	0	50804300	241673192	133523904	379128008	0	122515000	28937300	0	30046800	0	0	0	28029800	0	0	0	0
"tr|Q0KFC9|Q0KFC9_CUPNH"	1	0	3	0	0	0	0	55106100	45099100	38753800	27315500	0	16069400	95237200	0	0	0	0	59809400	15603900	0	0	0
"tr|Q0KFD0|Q0KFD0_CUPNH"	1	0	7	139071700	387854992	0	216391008	130934004	232257600	176912100	713502900	183981700	289853492	439294200	910483424	243979500	413215492	936964784	867013900	366365304	655966968	335108850	455351708
"tr|Q0KFD1|Q0KFD1_CUPNH"	1	0	5	224403000	87836704	234543000	229694000	54667800	218703008	334229365	153709800	0	72426000	331599992	466690992	264324292	188345700	222479792	153764304	218141000	152018800	281720896	262579008
"tr|Q0KFD3|Q0KFD3_CUPNH"	1	0	2	0	78169600	54112500	67744700	20970710	150163200	68240800	234668392	0	36161700	116166600	8214290	9646120	49759300	9634910	43116790	0	39033100	163773800	228194508
"tr|Q0KFD4|Q0KFD4_CUPNH"	1	0	1	0	0	0	3963630	0	0	0	0	14470000	0	0	0	0	0	0	0	0	0	0	9935480
"tr|Q0KFD6|Q0KFD6_CUPNH"	1	0	5	62593600	75295904	31470000	80028600	80939200	217355000	47255200	0	51735300	125907200	192936696	332626400	25524200	239820800	269633704	49325400	50028200	253047200	61305300	62245100
"tr|Q0KFD8|Q0KFD8_CUPNH"	1	0	1	0	0	0	0	3093850	0	3440870	0	0	0	0	0	1540370	0	0	0	2347750	0	46218500	0
"tr|Q0KFD9|Q0KFD9_CUPNH"	1	0	1	0	0	0	0	31899000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0KFF1|Q0KFF1_CUPNH"	1	0	10	22935800	155805404	227742200	147035300	250006500	166338004	409206892	129730700	222512300	504667408	493644352	179061104	204496000	217298900	200588396	160911500	171931200	256894896	26061530	75305300
"tr|Q0KFF3|Q0KFF3_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221005	0	0	0
"tr|Q0KFF5|Q0KFF5_CUPNH"	1	0	2	0	0	0	0	0	14215800	0	0	0	0	0	0	696414	0	0	0	0	0	0	0
"tr|Q0KFF6|Q0KFF6_CUPNH"	1	0	13	104909000	1565786828	1731075848	1235095968	488129508	971367968	1273329120	13892700	685716800	1755118784	1121856504	431969692	1001837540	1418952784	1381451020	2595613364	888660096	1415900684	2256906208	1937040556
"tr|Q0KFF9|Q0KFF9_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	7218700	0	0	0	0	0	0	0	13970100	0	0	0
"tr|Q0KFG2|Q0KFG2_CUPNH"	1	0	10	657685462	293799896	535558400	364413700	709703460	615510304	527576796	485770508	382208400	212075500	494865700	130451100	127458500	287576500	507269200	93696759	208157200	123062600	174347404	234081704
"tr|Q0KFG3|Q0KFG3_CUPNH"	1	0	3	0	101987590	53998000	62934800	41386820	47617400	409032600	51636900	12492000	20216900	35650500	23188900	15653500	32959920	28251700	77052400	199267492	29832520	9181430	17252120
"tr|Q0KFG4|Q0KFG4_CUPNH"	1	0	3	72264200	102769183	103489000	65522300	82231900	50882600	45101400	36721100	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0KFG5|Q0KFG5_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105417000	0	0	0	0	0
"tr|Q0KFG8|Q0KFG8_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9165750	0	0	0	0
"tr|Q0KFH3|Q0KFH3_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	13860400	0	0	0	0	0	0	0	0	0
"tr|Q0KFH7|Q0KFH7_CUPNH"	1	0	4	28419500	0	50905600	0	50006600	0	0	0	0	11908600	0	0	0	0	0	0	0	0	0	0
"tr|Q0KFH8|Q0KFH8_CUPNH"	1	0	4	117641400	42401900	33527400	37079100	41474800	21968200	40632000	0	0	10597500	20444400	0	0	18432900	0	0	0	0	0	0
"tr|Q0KFI0|Q0KFI0_CUPNH"	1	0	4	0	0	0	19669600	20117700	0	0	31135400	0	13689900	134152000	52889700	4255500	12383800	5330150	11948750	0	0	24624000	62497600
"tr|Q0KFI4|Q0KFI4_CUPNH"	1	0	12	2954333720	3816650620	2859411008	5989781056	2912226968	2725113120	4032647642	2307658548	2242852672	1856093288	2751331204	2764613556	1548308358	1515184524	2214205352	2420922080	1552569586	2616488672	1109164712	2371171200
"tr|Q0KFI6|Q0KFI6_CUPNH"	1	0	2	25714800	2010380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0KFJ0|Q0KFJ0_CUPNH"	1	0	5	115981800	123861590	89346774	56663200	131595810	124190470	280556500	76962584	114048110	69573510	92748164	101616206	333638100	144278074	165586210	151127700	271107708	100953016	112262740	151333344
"tr|Q0KFJ3|Q0KFJ3_CUPNH"	1	0	1	0	19114500	12839900	0	0	13134300	21335100	0	17703400	0	12068900	0	0	0	11812400	0	0	0	0	14640400
"tr|Q0KFJ7|Q0KFJ7_CUPNH"	1	0	6	332007004	237929904	305060000	324435400	175122900	212240504	475771492	74244700	172335096	124875504	208737904	0	274692496	0	40362100	408185400	153142400	259212000	96958000	30056700
"tr|Q0KFJ8|Q0KFJ8_CUPNH"	1	0	4	0	67511800	21308600	387980900	28874200	241183200	0	15199800	33801800	18312400	150825200	20657200	0	113332100	26818200	122615000	51343910	121847300	19863300	18567000
"tr|Q0KFK3|Q0KFK3_CUPNH"	1	0	2	0	120438000	237048000	401971888	0	103508000	0	0	0	126291000	0	71886800	0	0	0	0	0	0	0	0
"tr|Q0KFK4|Q0KFK4_CUPNH"	1	0	4	125965400	122001000	403218992	105703000	120292000	0	100775300	84537696	62047000	56273000	78518600	80460096	0	0	40084400	0	19252700	0	0	0
"tr|Q0KFK6|Q0KFK6_CUPNH"	1	0	3	0	0	0	0	0	0	7882700	0	14754900	0	0	0	0	0	0	0	0	145534000	0	0
"tr|Q0KFK7|Q0KFK7_CUPNH"	1	0	8	1312262820	10423853392	10302672880	14537039748	550130778	6041278680	1620659744	5423664032	59209700	1764636976	2845735024	1916872488	215054600	424891992	1108340992	566740392	197729100	905494008	1889241984	1348969024
"tr|Q0KFL0|Q0KFL0_CUPNH"	1	0	6	200933300	19255800	0	29359400	63702200	28572000	101802200	15096700	34830100	0	16961700	28287800	75489400	16507500	69584000	66203340	71955600	25830000	18990900	29667600
"tr|Q0KFL1|Q0KFL1_CUPNH"	1	0	6	162972886	266476600	200245092	177543600	158702400	125165046	221945800	6483960	64211320	37996670	109124210	15697430	0	62620700	137703630	37141300	0	85329480	3715420	3130480
"tr|Q0KFL2|Q0KFL2_CUPNH"	1	0	7	415029896	921667459	1091462923	888753380	376420480	1107195006	273621470	624810908	63239500	728207171	228937152	516632984	0	203859008	76521200	106814639	51240270	73616944	5696930	296762400
"tr|Q0KFL4|Q0KFL4_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5151240	0	0	0	0
"tr|Q0KFL9|Q0KFL9_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	3053600	0	0	0	6315170	0	0	0	0	0	6573430
"tr|Q0KFM1|Q0KFM1_CUPNH"	1	0	1	0	0	0	0	0	0	0	637036	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0KFM2|Q0KFM2_CUPNH"	1	0	6	131404100	49068600	152831400	89053790	54803200	88185300	73031310	29120500	25483100	36427700	69134600	69163900	73425800	31413600	41576100	90450950	17964200	56084700	33398310	40035200
"tr|Q0KFM4|Q0KFM4_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12998800	0	0	37265800	0	0	0	0
"tr|Q0KFM6|Q0KFM6_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	28939200	0	0	0	0	0	0	0	0
"tr|Q0KFM7|Q0KFM7_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	153084992	0	0	0	0	0	0	0	0
"tr|Q0KFM8|Q0KFM8_CUPNH"	1	0	1	0	0	0	0	0	79727200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0KFN0|Q0KFN0_CUPNH"	1	0	2	0	0	0	231453	155501	0	0	0	0	0	0	0	0	0	144122000	0	0	0	0	0
"tr|Q0KFN2|Q0KFN2_CUPNH"	1	0	3	0	159970000	41949700	243918000	0	0	7389810	0	0	0	0	263756992	21356100	0	1355628000	142888000	22976500	60399000	1240630016	124084000
"tr|Q0KFN3|Q0KFN3_CUPNH"	1	0	2	11334300	0	14400100	0	0	16503900	17988200	0	0	0	0	0	4284150	0	0	0	0	0	0	0
"tr|Q0KFN5|Q0KFN5_CUPNH"	1	0	1	18441800	85981904	0	0	0	48399600	55666300	0	0	45627100	120890000	92936704	14550300	115318000	117190000	49311500	0	48759700	102004000	0
"tr|Q0KFN6|Q0KFN6_CUPNH"	1	0	1	0	0	0	0	0	162224992	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0KFN9|Q0KFN9_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28454900	0	0
"tr|Q0KFP6|Q0KFP6_CUPNH"	1	0	1	0	0	0	0	0	0	0	3076010	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0KFP9|Q0KFP9_CUPNH"	1	0	2	1212050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24551600	0	0	0	0
"tr|Q0KFQ0|Q0KFQ0_CUPNH"	1	0	2	0	0	0	0	5431380	0	0	0	944065	0	1922910	0	32787700	0	0	4346690	12555500	0	0	546054
"tr|Q0KFQ6|Q0KFQ6_CUPNH"	1	0	2	0	0	0	0	0	0	4100470016	0	19610700	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0KFQ8|Q0KFQ8_CUPNH"	1	0	12	1734007012	3810188124	1739009408	2829059988	2436054768	1894152624	2547967482	4056929640	509263804	1019118008	1117988608	810136000	1140263208	1679965900	615799588	1110418896	919839392	695616584	2000152192	1848324584
"tr|Q0KFR3|Q0KFR3_CUPNH"	1	0	2	0	0	0	107052800	12190800	6814350	0	44644600	6765680	35812000	0	0	0	0	0	0	5087920	28949700	0	16877000
"tr|Q0KFR5|Q0KFR5_CUPNH"	1	0	2	0	0	22863800	0	0	0	0	0	0	0	0	0	23155100	0	0	0	0	0	0	0
"tr|Q0KFR6|Q0KFR6_CUPNH"	1	0	17	515839800	245476300	0	90898600	138492200	13823350	40883000	17282000	315634824	306939200	104223900	725991202	629378404	230183300	229894200	610085316	907483278	578630012	129413704	324227900
"tr|Q0KFR7|Q0KFR7_CUPNH"	1	0	21	1654789120	1105297296	1633586976	1275595584	2561096764	2223461100	2274359764	1760592016	2664928268	2020875524	2250655064	1646687520	1865807094	1807421624	2302209940	2738645464	1958670742	2592747660	2269355960	2209514992
"tr|Q79IN1|Q79IN1_CUPNH"	1	0	2	0	0	182842000	0	0	0	0	0	0	0	0	0	0	10416500	0	0	0	0	0	0
"tr|Q79IN9|Q79IN9_CUPNH"	1	0	13	16442105940	15248732948	19309823900	11295245508	13332322756	8029476760	13274649352	7282162892	10073796760	4969816840	7192393852	5902788112	7141118528	5253856728	6660669408	6453151680	6410061320	5185890832	4708931576	4553678832
"tr|Q79IP0|Q79IP0_CUPNH"	1	0	11	1509427392	2301773292	1332918368	2545149252	2801945844	1889406404	1847213408	2814073744	2152567128	2226432912	2821820584	1961070808	853391712	1165497504	1307909280	1285995700	775813008	936901896	2108471372	3107143664
"tr|Q79IP6|Q79IP6_CUPNH"	1	0	17	1473294820	1012588286	556967600	1291378924	1077857136	241534000	613151760	210500580	554071124	169130070	266236904	302817880	355304812	230972480	715253996	164170900	674497636	262725474	859556082	204103000
"tr|Q79IP7|Q79IP7_CUPNH"	1	0	11	1075954292	289986414	125480100	413464600	313234238	171115696	481599144	330302422	129609200	346659900	292271570	119943540	704589296	308578400	250307270	594957692	712934816	265757976	199149230	135440186
"tr|Q79IP8|Q79IP8_CUPNH"	1	0	2	0	0	0	15933600	0	0	0	0	0	0	0	67357296	37971900	0	0	16322900	56975700	0	0	0
"tr|Q7WSB2|Q7WSB2_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	29529000	0	0	0	0	0	0	0
"tr|Q7WWS8|Q7WWS8_CUPNH"	1	0	5	0	0	0	0	7599420	0	20051700	0	13012500	8757460	8093930	0	108386800	27530300	15167900	43564800	71256500	0	21347040	0
"tr|Q7WWT0|Q7WWT0_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	196844992	0	0	24809400	0	0	0	0	0	0
"tr|Q7WWT4|Q7WWT4_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	43892700	0	0	0	0	0	0	0	0
"tr|Q7WWT5|Q7WWT5_CUPNH"	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	49030900	0	0	73682896	0	0	0	0
"tr|Q7WWT7|Q7WWT7_CUPNH"	1	0	5	129601596	114541800	0	25673800	170036000	213890000	86576500	66347000	269451924	271921984	322620608	589396708	117811000	375959000	273296708	70911800	118518910	359010404	420830184	325823500
"tr|Q7WWT9|Q7WWT9_CUPNH"	1	0	2	0	8185590	849046	0	0	0	0	0	8756700	0	0	0	0	0	0	0	0	0	0	0
"tr|Q7WWU0|Q7WWU0_CUPNH"	1	0	2	92866096	0	5726690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q7WWU3|Q7WWU3_CUPNH"	1	0	2	0	0	0	4186020	0	0	38938900	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q7WWU6|Q7WWU6_CUPNH"	1	0	2	23374400	0	0	0	0	0	42866600	0	0	0	0	0	33461400	0	0	73195800	11795800	0	7958310	0
"tr|Q7WWV0|Q7WWV0_CUPNH"	1	0	1	0	0	0	0	0	0	0	63211700	0	0	0	43859300	0	0	0	0	0	0	106946000	0
"tr|Q7WWV2|Q7WWV2_CUPNH"	1	0	1	0	0	119687000	0	0	0	34683900	0	0	0	0	0	0	0	52540200	0	0	0	0	0
"tr|Q7WWV6|Q7WWV6_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1866040	0	0	0	0	0	0	0
"tr|Q7WWW5|Q7WWW5_CUPNH"	1	0	1	35646500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q7WWW7|Q7WWW7_CUPNH"	1	0	7	407633460	821222016	252507650	472660000	48315600	0	343364408	1158524000	223068300	498736138	148651008	0	130473900	156000992	397753992	274775400	251629700	922419094	193928000	147956000
"tr|Q7WWW8|Q7WWW8_CUPNH"	1	0	3	14726700	2236420	0	0	0	0	9158080	21593300	31953500	52657900	52865900	138675008	25848600	0	0	33071370	25507600	0	6507150	94370896
"tr|Q7WWW9|Q7WWW9_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	31831800	0	0	0	37982000	0	0	0
"tr|Q7WWX6|Q7WWX6_CUPNH"	1	0	1	0	10059400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q7WWX7|Q7WWX7_CUPNH"	1	0	1	0	0	0	1796410	0	0	0	0	0	0	0	1698630	0	0	0	0	0	0	0	0
"tr|Q7WWY1|Q7WWY1_CUPNH"	1	0	1	0	0	0	0	0	9234180	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q7WX00|Q7WX00_CUPNH"	1	0	7	0	0	0	0	0	0	23283200	0	0	0	0	0	298523392	0	0	84047700	124357700	51878500	0	46557400
"tr|Q7WX12|Q7WX12_CUPNH"	1	0	8	71802000	0	4659121	349052428	297250	2080620032	4343380	0	0	298720992	24051512	385878016	35675800	5062180	48630300	0	29264000	0	0	228863008
"tr|Q7WX14|Q7WX14_CUPNH"	1	0	3	207976096	226721608	104623100	0	55823600	47807600	181145200	40164600	60296600	120688200	89792496	0	23916000	0	80088800	17174300	47972600	111359000	32976000	0
"tr|Q7WX17|Q7WX17_CUPNH"	1	0	1	0	0	0	1722770	0	0	0	0	0	0	0	0	0	0	0	0	1772470	0	0	0
"tr|Q7WX18|Q7WX18_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	27367800	0	0	0	0	0	0	0
"tr|Q7WX24|Q7WX24_CUPNH"	1	0	1	0	0	370364992	0	0	0	0	0	0	0	0	0	0	0	228500992	0	0	0	0	0
"tr|Q7WX28|Q7WX28_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	8172070	0	0	0	0	0	0	0	0	0	0	0
